video_duration_sec,video_view_count,video_comment_count,claim_status_claim,verified_status_verified,banned_status_active,banned_status_banned,engagement_ratio,shares_to_comments,downloads_to_views
59,343296.0,0.0,1,0,False,False,0.05728875372856078,241.0,2.912938105891126e-06
32,140877.0,684.0,1,0,True,False,0.6973033213370529,27.786861313868613,0.008241231712770716
31,902185.0,329.0,1,0,True,False,0.11273740973303702,8.66060606060606,0.0009233139544550176
25,437506.0,584.0,1,0,True,False,0.6321833300571877,59.50769230769231,0.00282053274697947
19,56167.0,152.0,1,0,True,False,0.7085299197037407,26.862745098039216,0.009738814606441505
35,336647.0,1857.0,1,0,False,False,0.7247918442760518,33.53229278794402,0.012752230080767094
16,750345.0,5446.0,1,0,True,False,0.9251277745570371,35.59959610794933,0.011482717949743117
41,547532.0,11.0,1,0,True,False,0.002109465748120658,4.166666666666667,4.0180299964203004e-05
50,24819.0,27.0,1,0,True,False,0.45489342842177366,37.5,0.002135460735726661
45,931587.0,2540.0,1,1,True,False,0.26345794864033095,26.65840220385675,0.004405385648361345
47,695641.0,378.0,1,0,True,False,0.37834026459049996,60.849604221635886,0.00247110219207896
30,482046.0,532.0,1,0,True,False,0.3970471697721794,36.53658536585366,0.006808478858864092
51,700081.0,1411.0,1,0,True,False,0.7661670578118818,69.40155807365439,0.0034396019889127117
20,929685.0,805.0,1,0,False,False,0.703660917407509,192.20471464019852,0.0013176506020856527
42,937231.0,960.0,1,0,True,False,0.34318220374699515,84.80332986472425,0.0019920382488415344
10,746186.0,0.0,1,0,True,False,0.00030019324940430404,29.0,2.680296869681286e-06
11,923007.0,536.0,1,0,True,False,0.0940458739749536,32.97951582867784,0.0009154860147322826
27,467702.0,327.0,1,0,True,False,0.0942074226751222,8.548780487804878,0.0010583662246473181
11,168594.0,694.0,1,0,True,False,0.8635597945359859,54.57410071942446,0.010219818024366228
34,249935.0,70.0,1,0,True,False,0.09185988356972813,31.549295774647888,0.0008482205373397083
27,550259.0,88.0,1,0,True,False,0.0682914772861507,75.32584269662921,0.00046887011389182184
20,510989.0,1283.0,1,0,True,False,0.37798661027928193,20.82943925233645,0.004906172148519831
52,60096.0,77.0,1,0,False,True,0.7635449946751863,145.44871794871796,0.0036441693290734825
54,750942.0,1206.0,1,0,True,False,0.22267232356160663,22.468102734051367,0.0035115894436587645
39,353722.0,54.0,1,0,True,False,0.14270528833377624,189.07272727272726,0.0005117012795359067
33,506061.0,1134.0,1,0,True,False,0.6541503889847271,34.670484581497796,0.004752391510114393
10,50892.0,78.0,1,0,False,False,0.21775524640414998,36.74683544303797,0.0024561817181482353
22,812056.0,1108.0,1,0,False,False,0.4173246672643266,3.169522091974752,0.006403499266060469
21,677855.0,2386.0,1,0,True,False,0.64681532186087,41.03937997486385,0.008159562148247044
48,74323.0,63.0,1,0,True,False,0.3357641645251134,57.46875,0.003686611143253098
55,573518.0,2918.0,1,0,True,False,0.7978633626145997,43.14182939362796,0.008259548959230574
21,376637.0,278.0,1,0,False,True,0.7921871722640101,248.4910394265233,0.005469457328940067
23,781955.0,2240.0,1,0,True,False,0.6124521232040206,29.017849174475682,0.005465787673203701
33,822795.0,2055.0,1,0,True,False,0.6340279170388736,61.092898832684824,0.004876062688762085
10,418750.0,206.0,1,0,True,False,0.3917826865671642,134.40096618357487,0.005700298507462687
12,535825.0,97.0,1,0,True,False,0.14271263938785983,16.755102040816325,0.0029356599636075212
29,924262.0,635.0,1,0,True,False,0.553807253787346,59.5503144654088,0.008789715470288728
30,489267.0,90.0,1,0,True,False,0.2678741873046823,196.82417582417582,0.005283413759767162
20,879368.0,2542.0,1,0,True,False,0.8345527697164327,60.20055053086905,0.006412559929403845
20,135682.0,324.0,1,0,True,False,0.44119337863533853,23.732307692307693,0.006957444613139547
25,289935.0,3.0,1,0,False,False,0.01586217600496663,273.0,6.898097849517995e-05
34,903941.0,1390.0,1,0,True,False,0.4994352507519849,23.325664989216392,0.009281579218112686
46,704320.0,566.0,1,0,True,False,0.2623622785097683,34.02821869488536,0.004368752839618355
5,609453.0,99.0,1,0,False,False,0.564424163963423,803.47,0.0013553136993336647
31,790372.0,236.0,1,0,True,False,0.03657012141118359,17.582278481012658,0.000549108521050847
34,750369.0,426.0,1,0,False,False,0.4509607939560403,153.11007025761126,0.001975028286083247
17,630556.0,720.0,1,0,False,False,0.1355010498671014,22.371705963938975,0.0018983246531632401
52,853104.0,163.0,1,0,True,False,0.07359477859674787,99.23170731707317,0.0008885200397606857
18,636117.0,65.0,1,0,True,False,0.5872363103014068,191.8030303030303,0.00016506397408023996
36,658349.0,1426.0,1,0,True,False,0.4967775450407003,62.559215136650316,0.007793738579385706
17,472376.0,2697.0,1,0,True,False,0.538833471641235,13.771312083024462,0.009738005317797687
53,984793.0,30.0,1,0,True,False,0.4767875076285067,494.48387096774195,0.0005290451902074852
40,301749.0,18.0,1,0,True,False,0.0955728105146993,81.26315789473684,0.0007622229071181677
54,971357.0,779.0,1,0,True,False,0.13121746175710888,16.894871794871793,0.0024069420408768354
29,302525.0,118.0,1,0,True,False,0.08211883315428477,5.65546218487395,0.0010379307495248327
39,578064.0,3321.0,1,0,True,False,0.5984354673530958,20.145093317278747,0.010509216972515154
25,205584.0,223.0,1,0,True,False,0.2711105922639894,22.642857142857142,0.005768931434352868
12,422117.0,380.0,1,0,True,False,0.33225385378935224,68.37795275590551,0.0024590338697564893
49,265598.0,400.0,1,0,True,False,0.24788966784388436,12.349127182044887,0.0030685472029156847
13,307222.0,63.0,1,0,True,False,0.05860582900964124,73.265625,0.0004231467798530053
34,962886.0,162.0,1,0,True,False,0.19324613713357552,66.5521472392638,0.0006428590715827212
32,29060.0,1.0,1,0,False,True,0.047969717825189266,85.5,0.00010323468685478321
56,952372.0,55.0,1,0,True,False,0.01111225445519188,2.0357142857142856,0.00023415220103068968
37,986657.0,2891.0,1,0,True,False,0.7550060456673393,68.97579529737206,0.004784844175838209
44,561388.0,291.0,1,0,True,False,0.3240557332896321,90.66438356164383,0.004752506287986205
30,773587.0,1331.0,1,0,False,False,0.3896601157982231,12.70045045045045,0.0046756214879515815
26,71676.0,258.0,1,0,False,False,0.7403035883698867,26.93822393822394,0.007017690719348178
55,663764.0,564.0,1,0,False,True,0.22246913059460893,55.77345132743363,0.0035027509777571545
31,170467.0,447.0,1,0,False,False,0.6307789777493591,44.22544642857143,0.004229557626989388
5,988418.0,22.0,1,0,False,False,0.42822975704610805,3418.1739130434785,0.0002418005337822662
27,345192.0,57.0,1,0,True,False,0.2081855894690491,134.18965517241378,0.00028679691302231804
43,755590.0,498.0,1,0,True,False,0.2070037983562514,50.521042084168336,0.002316070885003772
48,611144.0,44.0,1,0,False,False,0.09745493697066485,270.8,0.0008230466142185802
34,929654.0,176.0,1,0,True,False,0.7685515256213602,549.2937853107345,0.0006324933792572291
7,208229.0,149.0,1,0,True,False,0.5782527889967296,15.02,0.009883349581470401
17,248398.0,209.0,1,0,False,True,0.6398360695335711,82.42380952380952,0.0065982817897084515
